date,content,url,hashtags
2022-11-17 19:37:41+00:00,@KevinWi01268886 @jrockstrom The idea is to minimize their use. There is no reason why our society is not sustainable with a gradual transition to renewables. Renewables are cheaper and won’t destroy the climate and or kill millions with air pollution https://t.co/O1y5UHhKu6,https://twitter.com/BlasphemousBan1/status/1593327533398937600,
2022-11-17 16:32:49+00:00,"@MayorofLondon Great idea Tower Hamlets let's hope more councils follow suit and remove all safer transport neighbourhoods too. There's more pollution even though cars are cleaner &amp; electric cars are used because these schemes cause congestion, these are also the excuse for ULEZ expansion!",https://twitter.com/OneHappyDougie/status/1593281009436459010,
2022-11-17 15:17:02+00:00,"@mufaddal_vohra With the pollution this bad, i don’t think it’s a good idea",https://twitter.com/sagar_5691/status/1593261941090549760,
2022-11-17 13:58:24+00:00,@caelebdressel The worlds best cat litter company gets eliminated in iowa as corn pollution is too expensive and is not good idea.,https://twitter.com/SA351280695/status/1593242149101109256,
2022-11-17 12:53:18+00:00,"@DaniRabaiotti @EricHolthaus @sawsharkman @RebeccaRHelm The Ocean Conservancy plastic team is great. 

I haven’t found a single credentialed ocean plastic pollution expert who thinks that the Ocean Cleanup is a good idea. It’s a huge waste of money, hurts wildlife, and their team regularly harasses scientists and conservationists.",https://twitter.com/WhySharksMatter/status/1593225769148624898,
2022-11-17 12:20:39+00:00,"NI Water is running an online event on Nov 23 to explain how their new #sbri will work. If you have a great idea to help them avoid #pollution or #flooding using #ai or #machinelearning, register to see how you could win up to £50k to develop your idea with them. https://t.co/jH0Up2VDeK",https://twitter.com/Pulsar_NI/status/1593217551915700225,"['sbri', 'pollution', 'flooding', 'ai', 'machinelearning']"
2022-11-17 12:00:10+00:00,"@mike__cave @EllaRobertaFdn LTNs are a hindrance to children’s respiratory health.

If you don’t have the courage to tell pollution-addled children why sending more traffic past their homes is a good idea, maybe it’s not such a good idea after all?",https://twitter.com/hold_bag/status/1593212396486955008,
2022-11-17 08:30:44+00:00,"@NASA @NASA_Orion How come no stars are visible? I've always wondered this. I get the idea of light pollution, but still never seen not one star when looking at video or pictures of Earth from space.",https://twitter.com/Shane33clark/status/1593159689407123456,
2022-11-17 06:39:24+00:00,@CrystalSmith83 @spunkyfuzzguts @somewherein84 @WhiteRibbonAust And how much pollution do those jet skies emit? The whole idea is ridiculous.,https://twitter.com/claregarry6/status/1593131673369337856,
2022-11-17 06:09:55+00:00,@docdcruz On many occasions I have found myself to be doing the same.But it’s always wise to be cautious. We are still seeing covid pneumonia in those who have had vaccine as well as disease induced immunity. In addition it is a good idea to keep pollution and other viruses at bay.,https://twitter.com/Angeleydforevr/status/1593124254090158080,
2022-11-17 05:34:42+00:00,"How are you solving the issue of plastic pollution in your area???
You can share with us any idea. Every day is the day to learn.
#beatpollution
#safewater https://t.co/QqqNp9jRg7",https://twitter.com/PlastikTalks/status/1593115389969727488,"['beatpollution', 'safewater']"
2022-11-17 03:28:24+00:00,"@DoctorTro @UN's @ClubOfRome ""First Global Revolution"": ""searching for a new enemy to unite us, we came up with the idea that pollution, the threat of global warming, water shortages, famine"", etc (Pandemics?) ""would fit the bill"" ""The real enemy is humanity itself.” https://t.co/CD4nv9S6zX",https://twitter.com/WAPFLondon/status/1593083604980359177,
2022-11-17 03:28:18+00:00,"@DrAseemMalhotra @UN's @ClubOfRome ""First Global Revolution"": ""searching for a new enemy to unite us, we came up with the idea that pollution, the threat of global warming, water shortages, famine"", etc (Pandemics?) ""would fit the bill"" ""The real enemy is humanity itself.” https://t.co/CD4nv9S6zX",https://twitter.com/WAPFLondon/status/1593083579424440322,
2022-11-17 03:06:12+00:00,"One more shekchilli idea by @PMCPune. Why u r hell bent on making road on this stretch. It’s not feasible and danger to fauna flora of the area, it will give rise to more pollution @SpeakUpPune @Mumbai2PuneEway @dhanashree0110 #pune @VijayKumbhar62 @VinitaDeshmukh https://t.co/trlmwIhwo4",https://twitter.com/SanatanMaverick/status/1593078018695892992,['pune']
2022-11-17 02:20:56+00:00,"@Philkx2 Do you have any idea how much coal pollution goes into making the solar panels, wind turbines, and batteries? I'm guessing you never bothered to care.",https://twitter.com/ellymelly/status/1593066626122805254,
2022-11-17 02:14:06+00:00,"@Genterline @SparrowElle @SenJohnKennedy totally right, we should say fuck it and just mine more coal and oil. Definitely not a smart idea to switch now and lower pollution in the future.",https://twitter.com/CloudiusWhite/status/1593064910191472644,
2022-11-17 00:07:49+00:00,"@NorthBeachJohn1 @IDoTheThinking Here’s an idea - reduce the per capita impact of our growing population with policies that decarbonize the electrical grid, reverse suburban and exurban sprawl, and heavily tax both consumption and pollution.",https://twitter.com/MelvinOSquire/status/1593033127525765120,
2022-11-16 20:40:11+00:00,"@myworcester how is it that the rights of  visitors and schools trump that of residents. Especially given the environmental harm caused by commercial vehicles through air, noise pollution, and related nuisances. Who s idea is it to have a coach, bus bay on a residential area? https://t.co/XfJKOcKSr0",https://twitter.com/SunriseJungle/status/1592980875758952448,
2022-11-16 16:24:55+00:00,"but what the Left doesn't say is the elements for batteries cause major mining pollution &amp; reportedly, child slavery in Africa.. https://t.co/C9TOe6XMg2",https://twitter.com/Tiptownking/status/1592916634913513472,
2022-11-16 15:47:03+00:00,"@sascampaigns found that in August alone, at least 90 beaches across the country had been sullied by sewage.

The government has no idea how many beaches in England have been shut due to sewage pollution this year, ministers have admitted.  https://t.co/MR5O2cv5rn",https://twitter.com/Aquaread/status/1592907106642022401,
2022-11-16 15:29:54+00:00,@Moofyman69 @PeterDClack It's all estimates and most importantly the whole idea of individual carbon footprint is from BP 'to shift responsibility of climate change-causing pollution away from the corporations and institutions ..' 👉https://t.co/MU91LAtNA4,https://twitter.com/laughcrysmile1/status/1592902791915515904,
2022-11-16 15:02:31+00:00,"Homeowners rarely think about the air quality in their homes, and many have no idea about air pollution inside the house. Read more about indoor air quality and steps you can take to improve it at https://t.co/kkSBaOdanq

#homeinspection #mejaroinspectionservices #airquality",https://twitter.com/MejaroServices/status/1592895898979373056,"['homeinspection', 'mejaroinspectionservices', 'airquality']"
2022-11-16 14:55:21+00:00,"@elonmusk for not having a gps cut, this will considerably avoid unnecessary pollution from vehicles and road traffic, the idea is quite simple but never seen to date, which could make it one of the biggest competitors of meal delivery services. 🔥🔥 Thank you and I hope you see",https://twitter.com/csabanemeth369/status/1592894093428150277,
2022-11-16 13:13:30+00:00,"#pollution makes air bad, #Traffic makes road. #millenniumcity #gurugram #gurgaon can't move an inch everyday every evening @DelhiTrafficPol @DC_Gurugram @TrafficGGM @mlkhattar  @NHAI_Official @dcptsr https://t.co/CKtsWMtX0s",https://twitter.com/abhy_idea/status/1592868461759598593,"['pollution', 'Traffic', 'millenniumcity', 'gurugram', 'gurgaon']"
2022-11-16 12:27:17+00:00,"@tan123 Random question: Why deny climate change, isn’t it better for everyone if less pollution put into air we breathe? If it not causing climate change great but cleaner air just sounds like a better idea…",https://twitter.com/TheOneGodofFish/status/1592856832552636418,
2022-11-16 12:05:12+00:00,"@jndlphn @TheAdmiral2153e @QuentinWillson @BernardGray4 @Tuskerdirect @fairchargeuk @RACPress So 15 minute cities where folk are fined if leaving their districts &gt;100 times a year or crossing &amp; not going long way round (more pollution) just some crazy tin hatted idea? 

https://t.co/mhOqcSGErX",https://twitter.com/Lukafoto/status/1592851277255708673,
2022-11-16 11:52:35+00:00,"A bubbles to trap plastic trash, an innovative dutch idea to fight plastic pollution

#ClimateEducation  #climate  #EndPlasticWaste #Oceanside #GreenNewDeal #Climatecrisis https://t.co/SRc6kh0xoH",https://twitter.com/EmaanzT/status/1592848101932699648,"['ClimateEducation', 'climate', 'EndPlasticWaste', 'Oceanside', 'GreenNewDeal', 'Climatecrisis']"
2022-11-16 11:50:10+00:00,@IndiaSpeaksPR Where's it going to be held? The north would be a bad idea given the air pollution?,https://twitter.com/BandraTalkies/status/1592847490340249600,
2022-11-16 09:52:30+00:00,@RantyHighwayman @cycleoptic @prosocialplace @MeristemDesign @KingsCollegeLon @LBofHavering Well a step in the right direction (such as green planters to help reduce effects of pollution) might improve the idea that that reimaginning could occur ...,https://twitter.com/davecoopcourier/status/1592817881410158593,
2022-11-16 09:32:56+00:00,Interesting idea about a possible non-toxicological impact of #plastic pollution. https://t.co/O95sZ1BfdG,https://twitter.com/MattMacL/status/1592812956148170752,['plastic']
2022-11-16 09:30:47+00:00,"@TheoMoudakis @TorontoStar Amazing there's people still wandering around thinking masks have worked anywhere, with 30 months of them failing. Fortunately in the UK it's back down to a handful, which pre-covid was more for pollen/pollution and not the bonkers idea you can stop an airborne virus with a hanky",https://twitter.com/JVerruca/status/1592812416148307968,
2022-11-16 09:27:11+00:00,@inves4_com Bad idea EV. Cobalt and carbon pollution at the highest. It's a lobby which wants people to shift to EV..,https://twitter.com/katty1590/status/1592811509997977600,
2022-11-16 09:18:50+00:00,"@NoiseWiz @xr_cambridge They also seem to be in the extreme populist crowd who think windfall taxes are a good idea.

Nothing wrong with taxing *pollution* or *consumption* (I classify pollution as ""consumption"" of a pollution bandwidth) in a targetted way. Targeting profits is deadly.",https://twitter.com/mathtick/status/1592809408605859840,
2022-11-16 07:25:53+00:00,@pcz852 @sayitnspinit Any idea of the accumulated pollution since industrial revolution and the relocation of polluting industries to developing countries of the developed ones?,https://twitter.com/polar_hare/status/1592780982230593536,
2022-11-16 05:37:57+00:00,"#ArvindKejriwal this will help fight pollution...please see..just an idea
https://t.co/eSQOAE3iEw",https://twitter.com/Darianbhai/status/1592753822149275648,['ArvindKejriwal']
2022-11-16 04:37:29+00:00,@CBAlan777 @buggirl You are perpetuating the idea of individual guilt. Corporations want us to feel like it’s our fault and that we have the power to change things when the harsh reality is they are the ones producing more pollution in a week than most people in their whole life.Educate yourself,https://twitter.com/periwinkle_frog/status/1592738603486306304,
2022-11-16 04:29:30+00:00,@thequickbrown23 @buggirl You’re talking about cheap stuff but you’re missing the big idea: pollution.,https://twitter.com/Pajaronaa/status/1592736595127721985,
2022-11-16 04:02:37+00:00,Elon.  I have a new idea to share with you.  Please allow Tesla to join with Toyota.  My vision is a battery operated car that works as an air filtration at the same time it is in use.  We can clean up the pollution faster this way.  While the cars are in motion we can clean air.,https://twitter.com/valeriejade1/status/1592729830596173824,
2022-11-16 03:15:06+00:00,"Ancient Apocalypse on Netflix is really good. Scientific? No idea… but the dots he is connecting makes sense to me. Ancient people didn’t have electricity, so imagine the night sky without light pollution! Give it a watch.",https://twitter.com/Samuel_Clemens5/status/1592717870663757830,
2022-11-16 00:00:36+00:00,"I mean, fishing is genuinely destructive and indiscriminant, makes a lot of plastic pollution, and generally relies on the idea of ""animal cruelty doesn't count for fish"", so while I wouldn't place it that high I understand why. https://t.co/5xy3UVZVLX",https://twitter.com/astro_egg_celnt/status/1592668924872916992,
2022-11-15 23:41:01+00:00,@VitruviusSuper @buggirl I'm assuming you have no idea where lithium come from and how batteries are produced. Also assuming that you haven't seen the numbers that show how much lithium is needed to replace the ICE. Also going to assume you aren't familiar with rubber tire runoff and water pollution.,https://twitter.com/ObsidianRoad/status/1592663994657275904,
2022-11-15 23:27:40+00:00,"@WorldBank @Pandemic_Fund @g20org @DavidMalpassWBG @jokowi @SecYellen @DrTedros @WHO @UN's @ClubOfRome ""First Global Revolution"": ""searching for a new enemy to unite us, we came up with the idea that pollution, the threat of global warming, water shortages, famine"", etc (Pandemics?) ""would fit the bill"" ""The real enemy is humanity itself.” https://t.co/CD4nv9S6zX",https://twitter.com/WAPFLondon/status/1592660634361286657,
2022-11-15 22:47:58+00:00,@thermokarst The idea that nuclear has pollution benefits is laughable. Nuclear possibly reduces one kind of pollution but sets off a whole landslide of others.,https://twitter.com/TimLloydArts/status/1592650643214585856,
2022-11-15 20:59:36+00:00,@letkma Oh na had no idea. My big complaint about NG critiques is they so rarely accompany the general concern of indoor air pollution and that were as a country are just kinda horrible at designing good ventilation systems for residences. Good HVAC = minimal risk,https://twitter.com/seconds_0/status/1592623375574532096,
2022-11-15 20:23:01+00:00,@TheAllisonian @WASPCommander @LibDems It absolutely does. Children do not need this in their life. You’ve no idea how many confused children I know. Just stop it with your poisonous pollution,https://twitter.com/johnofwater/status/1592614165604364288,
2022-11-15 17:01:18+00:00,"@ManOnRubber @SkinnyLunger @FoxNews You're not answering the question, which clearly shows you have no idea what you're talking about.
You can't show me any data that states the globalists are focused on anything other than CO2.
Many other forms of pollution that can do harm to local water and air, CO2 does not.",https://twitter.com/SStovick22/status/1592563403511713797,
2022-11-15 16:22:05+00:00,"@CSojourner 3.2
We were all about the population explosion in school. There were movies like Soylent Green &amp; Koyaanisqatsi The idea of overpopulation spurred us to act on pollution and litter, etc. We’re weren’t even thinking about climate change yet, except for nuclear winter, that is",https://twitter.com/riledScientist/status/1592553532837986304,
2022-11-15 15:42:27+00:00,@ChrisThody @daciauk I recently read that the burning solid fuels for home heating in the U.K. is causing more pollution than private motorists.  I can’t quantify this &amp; have no idea if it is true.  It would be interesting to know if this is true.,https://twitter.com/oldThomo/status/1592543558380175362,
2022-11-15 15:34:46+00:00,"Brilliant idea: greenhouse in a box‼️

These boxes could be used in empty office bldgs so food is grown within our cities for residents &amp; restaurants thereby eliminating transportation costs &amp; pollution. 

They could be used in empty shops on our High Streets — like allotments. https://t.co/9Tk9Aa1AGz",https://twitter.com/JenCarsonTaylor/status/1592541627872325632,
2022-11-15 15:27:03+00:00,"@backtolife_2023 Cutting air pollution levels is always a good idea, with or without sudden heart attacks.",https://twitter.com/ConscienceEcho/status/1592539686417096704,
2022-11-15 14:57:25+00:00,"Long but must read:
Why society needs #ConspiracyTheories &amp; Conspiracy Theorists https://t.co/IOBxRVp9E0
'In searching for a new enemy to unite us, we came up with the idea that pollution, the threat of global warming, water shortages, famine and the like would fit the bill'.",https://twitter.com/nicksback1953/status/1592532226553831424,['ConspiracyTheories']
2022-11-15 14:45:41+00:00,"@rapidobikeapp  @zomato @Swiggy 
Respected Sir,

This is V. Veera Sai Santhosh Reddy from silver oaks international school, Hyderabad.
This is to bring the kind attention of a innovative idea which can reduce traffic and pollution.
The idea name is Food trans.",https://twitter.com/saisanthoshvv/status/1592529274774622209,
2022-11-15 14:34:41+00:00,"@KTRTRS @KTRoffice @TelanganaCMO @PMOIndia @ysjagan 
Respected sirs,
This is V. Veera Sai Santhosh Reddy from silver oaks international school, Hyderabad.
This is to bring the kind attention of a innovative idea which can reduce traffic and pollution
This idea is called foodtrans",https://twitter.com/saisanthoshvv/status/1592526504470384641,
2022-11-15 13:58:15+00:00,@420Sweet302 @QasimKhanSuri Good idea....to stop pollution in society. https://t.co/74FgPN2wot,https://twitter.com/Flyingtastic/status/1592517337785454592,
2022-11-15 13:42:25+00:00,@spaces4vehicles What idiot from the council thought it was a good idea to have no left turn from Leith Walk into London Road. This create massive congestion and pollution. So much for the council’s green vision.,https://twitter.com/johndspartans/status/1592513351061737475,
2022-11-15 13:00:16+00:00,"Given that the heritability of COPD is around 50% and the multiple hits of childhood disadvantage, infection, air pollution overlap, the idea that these aetiologies can be usefully separated into 'types' at an individual level seems a little fanciful. 
https://t.co/mPmfjsmaUW https://t.co/vXP11DDFcL",https://twitter.com/COPDdoc/status/1592502744413507584,
2022-11-15 12:00:56+00:00,"@LittleNinjaUK @EllaRobertaFdn Agreed , I’ll never be convinced that increasing pollution on the most polluted roads is a good idea .",https://twitter.com/LTDAForum/status/1592487812464799744,
2022-11-15 11:34:36+00:00,"@Clive_Carter @Annareporting @haringeycouncil @BBCLondonNews @BBCRadioLondon @wfcouncil Some reorganisation is inevitable yes, but not wholesale restrictions causing chaos, increased pollution on main roads (working against the idea of encouraging more cycling &amp; walking) &amp; delaying all buses (which are supposed to be part of the solution), ambulances, residents etc.",https://twitter.com/paul_ferber/status/1592481187913961473,
2022-11-15 11:15:43+00:00,"Just some craters along the Moon’s terminator from last night. Had a deep sky light pollution filter on, but you get the idea. The Moon is awesome.  #space https://t.co/F2A42V8NCN",https://twitter.com/bostronomy/status/1592476432802119680,['space']
2022-11-15 10:41:33+00:00,"@Lord_nikon0131 @yshahar As it turns out, taking the roads away has people choking much more than was previously the case.

Making all journeys longer increases the amount of pollution and congestion.

That's why these folks are protesting an obnoxious, snotty, rich boy bike-botherer thicko idea. https://t.co/oo19CIjtt8",https://twitter.com/Abradacamera/status/1592467834944499714,
2022-11-15 10:25:03+00:00,@LicypriyaK @ZacGoldsmith Typical rudeness to a minister. Are you really a true citizen of UK..I wonder. Perhaps go back to Timor and harass them!!  You have no idea how much pollution those thick protestors have created!,https://twitter.com/bubblyhubbly51/status/1592463685557317634,
2022-11-15 08:31:25+00:00,"@RightsDefending @JamesMelville @idrissaberkane You have just no idea of the violence of what is coming now about climate. And sadly, it is just one little part of the destructions we already made. Bio-diversity/quantity collapse including oceans, chimical pollution, shortage of raw materials and energy, ocean acidification...",https://twitter.com/molotov07977309/status/1592435085621735425,
2022-11-15 08:24:27+00:00,"@georgiedent @ChrisMinnsMP I just don’t get it. Whose idea was this? Pollution, noise, cowboys on the ocean. What’s the connection here?",https://twitter.com/paulkneipp/status/1592433334256537600,
2022-11-15 07:23:06+00:00,"@rainnwilson @ArcticBasecamp THIS is your great idea to help raise awareness? A childish name change in virtual platforms? How will that bring China and India into the conversation? You know… the ones responsible for most of the pollution in the World?
PS: seasons 8 and 9 of The Office were lame, like this.",https://twitter.com/carolChurquita/status/1592417895967240192,
2022-11-15 06:28:09+00:00,"@elonmusk Hello, I'm from Brazil, and these days I had the idea of ​​creating a satellite that absorbs sunlight to reduce global warming and if we can put something to absorb the impurities we produce to reduce pollution on the planet",https://twitter.com/GuthyerresF/status/1592404067367948288,
2022-11-15 01:29:38+00:00,"Who decided Mia Yim's theme song was a good idea? Who decided this song ""slaps""
It is probably the worst theme ever.
Noise pollution at its finest

#WWERaw",https://twitter.com/CourtofCrows/status/1592328943058620417,['WWERaw']
2022-11-15 00:31:54+00:00,A Brilliant Idea -- Biden to require big federal contractors to cut their climate pollution!  Bravo!!  #PV + #Wind + #HP/#GHP + #Batteries = #RealClimateAction! https://t.co/KD1WolK5VS,https://twitter.com/netzerofound/status/1592314411485908992,"['PV', 'Wind', 'HP', 'GHP', 'Batteries', 'RealClimateAction']"
2022-11-14 23:40:05+00:00,@_david_ho_ Carbon capture for the purpose of disposal in someone’s back yard is an insane idea. Stop the burn. Stop the pollution.,https://twitter.com/jgunning99/status/1592301371843379204,
2022-11-14 23:21:33+00:00,"@pelicannurse @BaddCompani yup. I had the misfortune of analyzing asbestos and pollution claims reserves for several companies for the past few decades while the science on this emerged.

Meso is a terrible disease. Lots of 9/11 responders added there after years of silicosis claims not going metastatic. 1",https://twitter.com/BadIdeaGuyJohn1/status/1592296710566719488,
2022-11-14 23:09:48+00:00,@theprojecttv I love this idea less Air Pollution Bravo France,https://twitter.com/koutouzis_ruby/status/1592293750596046848,
2022-11-14 22:58:43+00:00,"@susansawesome @KreminLorie @theJagmeetSingh Carbon tax is 100 fold !!!
It’s in your bills food transportation purchases if you think you paid 10$ to carbon this month your wrong 
And this is just the beginning 
Not to mention only GOV would come up with an idea that $ fights pollution",https://twitter.com/ezayhayhay/status/1592290962520559616,
2022-11-14 22:58:00+00:00,"@iamemilymayo Sheer stupidity 
Fossil fuels 
Pollution 
Whose lame brain idea was this?",https://twitter.com/rjrs6/status/1592290781405933568,
2022-11-14 22:45:35+00:00,"@haringeycouncil I mainly walk, cycle &amp; use bus/tube, but I'm not going to support a scheme that is so poorly thought through. I've seen negligible change on my road in the LTN &amp; terrible jams &amp; pollution on the boundary roads. Good intentions or money spinner, it's a bad idea &amp; it's gotta go.",https://twitter.com/paulsoulsby/status/1592287659397087232,
2022-11-14 22:40:08+00:00,@MartinCassini In Portishead do you have an idea by what percentage the level of pollution would have gone down by after the traffic lights were removed?,https://twitter.com/aajuk/status/1592286287876493313,
2022-11-14 22:34:39+00:00,"@yshahar Another one brain washed by LCC cult. They can’t make up there mind, is it pollution? Road safety? Oh and the ‘traffic evaporation’ argument. The LCC sold them a flawed idea and now their reverting to troll tactics.",https://twitter.com/Marcus_N17/status/1592284906348253184,
2022-11-14 22:16:07+00:00,"@GovInslee That's a great idea. Move the pollution from tailpipe to the smokestack. Yes, I'm being sacastic.",https://twitter.com/RK9Jim/status/1592280243393679361,
2022-11-14 20:53:46+00:00,@DanielaNadj Good idea because after WW2 it was decided that these areas and the UK would become leisure parks and areas of nil pollution all industry to the far East just to knock the planet off its axis and spin out of control!!,https://twitter.com/Jeffhew69274510/status/1592259518259662848,
2022-11-14 19:56:40+00:00,@somnath1978 Pakistani idea of fighting climate change could very well be putting a glide bomb into the locality that creates most pollution.,https://twitter.com/Arjunvaid003/status/1592245147336835072,
2022-11-14 19:11:56+00:00,"@chriscollier43 @JamesMelville Yes it is branding, a marketing idea to brand the area as a mega city. All the 45 million people already live there. It is a pretty densely populated area as you can see by the light pollution https://t.co/jXGBjXX4YG",https://twitter.com/Lennert_vd_Boom/status/1592233889074139137,
2022-11-14 18:50:21+00:00,@Hierarchyofnope thank you!!! air pollution is quickly becoming a special interest. i love the idea of doing something with environmental health for my dissertation,https://twitter.com/Seasonal_Bitch/status/1592228459799252992,
2022-11-14 18:47:25+00:00,"This is London! People protest against Low Traffic Neighbourhood scheme. Idea behind the scheme
 is good. Unfortunately bad design and planning, lack of real public consultation &amp; lack of alternative transport, created massive traffic jams and air pollution. #ltn #london #cycling https://t.co/RJSjO2JVty",https://twitter.com/cyclingEU/status/1592227720859381760,"['ltn', 'london', 'cycling']"
2022-11-14 17:56:17+00:00,@odradesh Net zero is a stupid and a horrible idea for countries like India. We should prioritise waste management and pollution control. Nobody wants to take lectures on net zero from stubble burners.,https://twitter.com/OdishaRaToka/status/1592214851367374848,
2022-11-14 16:35:28+00:00,"@neorsd Most people have no idea what it takes to truly treat wastewater.
Was a chemist for Harris County, TX in the Pollution Control dept. Mostly monitoring wastewater outflows for industry and sewage treatment.
I will just say 'mobile home park sewage treatment'.
If you know you know.",https://twitter.com/jesstin_k/status/1592194514550411266,
2022-11-14 15:19:02+00:00,"@ClubOfRome @VanessaTerschl1 @UN's @ClubOfRome ""First Global Revolution"": ""searching for a new enemy to unite us, we came up with the idea that pollution, the threat of global warming, water shortages, famine"", etc (Pandemics?) ""would fit the bill"" ""The real enemy is humanity itself.” https://t.co/CD4nv9S6zX",https://twitter.com/WAPFLondon/status/1592175281229697024,
2022-11-14 13:46:07+00:00,"@Saikmedi The idea that ""things are too bad to have children"" preceded COVID by decades. It was a favorite of the doom-and-gloom political Left. Over the years, they used the Vietnam War, air/water pollution, overpopulation, and other things as their rationalizations. Maybe … 1/",https://twitter.com/sinz54/status/1592151894960619522,
2022-11-14 13:11:20+00:00,These boys on the bus complaining about feminists saying they hate men and KAM and then 10 mins later saying we gotta wipe out half the population cus of pollution ermmmm think the feminists have an idea for that 🤭🤭,https://twitter.com/Peirescius1/status/1592143141150543872,
2022-11-14 13:01:15+00:00,"@RonnyJacksonTX “In searching for a common enemy against whom we can unite, we came up with the idea that pollution, the threat of global warming, water shortages, famine and the like, would fit the bill.
https://t.co/PbsDS7j02m",https://twitter.com/Sameer33644445/status/1592140603491770368,
2022-11-14 13:01:02+00:00,"“In searching for a common enemy against whom we can unite, we came up with the idea that pollution, the threat of global warming, water shortages, famine and the like, would fit the bill.
https://t.co/PbsDS7j02m",https://twitter.com/Sameer33644445/status/1592140551876644864,
2022-11-14 12:53:46+00:00,"@satishacharya Some intellectual stolen his idea of Bengaluru and made changes, for their political existence, converted in to Pool-Pothole-Pollution-Pathetic-Populated Bengaluru. He created Three digit lakes for sustainability now we have two digit lakes ONLY.",https://twitter.com/harvakth/status/1592138722547761159,
2022-11-14 11:38:27+00:00,"@mashable interesting idea to decongest cities. But @Urbanrigger  is this in line with the principles of Sustainable Development, especially concerning marine pollution?",https://twitter.com/MikeFotsing/status/1592119767879778306,
2022-11-14 08:24:49+00:00,"@TheBlueBetty @SophiaKianni Partly.

Ms. Kianni is right about saving lives by cutting pollution, but wrong to cling to the idea that the WHO's standards are good enough.

They aren't.

There's no safe level of air pollution, so we need to get concentrations as low as possible rather than just ""good enough""",https://twitter.com/FedUpWithBadAir/status/1592071037403172864,
2022-11-14 07:57:11+00:00,"It will make trade, with!the EU even harder. It will mean less environmental protect and more pollution. It will mean less rights for workers/citizens, so for most people there is nothing positive in the idea. If you a corporate polluter, who wants to exploit workers it’s great. https://t.co/dYDv5fyD49",https://twitter.com/johnwbuttery/status/1592064085025492992,
